id,name,host_id,host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,street,neighbourhood,city,state,market,zipcode,property_type,room_type,accommodates1,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,calculated_host_listings_count,reviews_per_month
3291295,Sunny 1BR Apt in the U District,228678,Katie,8-Sep-10,"Seattle, Washington, United States",100%,N/A,f,University District,1,1,t,t,"9th Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector""}",95,95,,2,$10.00 ,2,1125,t,29,59,88,88,11,98,10,10,10,10,10,10,f,f,moderate,f,1,0.6
8171726,4BD/1BA Townhouse Close to UW,43124221,Khristy,1-Sep-15,US,N/A,N/A,f,University District,1,1,t,f,"12th Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,8,1,4,4,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",306,250,108,6,$40.00 ,1,180,t,0,0,0,0,1,80,10,10,10,10,10,10,f,f,strict,f,1,0.52
8155580,UW Hacker House- 2nd flr 2p L,1243056,Andrew,3-Oct-11,"Seattle, Washington, United States",90%,100%,f,Capitol Hill,37,37,t,t,"Northeast 42nd Street, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,House,Shared room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",50,350,35,1,$0.00 ,4,1125,t,30,60,90,365,1,100,8,8,8,8,10,8,f,f,strict,f,37,1
6705584,Remodeled Hardwood 3 min walk UW 37,3074414,Melissa,27-Jul-12,"Seattle, Washington, United States",80%,100%,f,Ravenna,34,34,t,t,"11th Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",105,150,60,1,$15.00 ,1,1125,t,30,60,90,365,3,80,7,8,8,9,10,8,f,f,moderate,f,34,0.44
1417880,Center UW 2 beds large Quiet  (210),3074414,Melissa,27-Jul-12,"Seattle, Washington, United States",80%,100%,f,Ravenna,34,34,t,t,"Brooklyn Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo}",83,150,55,1,$15.00 ,3,1125,t,30,60,90,365,11,85,9,9,9,9,9,9,f,f,moderate,f,34,0.37
7153101,New Spacious Private Home UW Lake U,37461306,Rory,4-Jul-15,"Seattle, Washington, United States",93%,100%,f,University District,2,2,t,t,"7th Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Townhouse,Entire home/apt,4,2.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",92,225,80,2,$10.00 ,1,28,t,17,39,69,335,34,97,10,10,10,10,10,10,f,f,strict,f,2,5.8
585418,"Quiet Stay—UW, UDistrict, UVillage",2225735,Angela,26-Apr-12,"Seattle, Washington, United States",N/A,N/A,t,University District,1,1,t,t,"Ravenna Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Shared room,2,1,1,1,Futon,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",59,,,1,$26.00 ,1,10,t,15,45,75,171,146,98,10,10,10,10,9,10,f,f,moderate,t,1,3.63
4484426,"2 Baths W/D,View,  Walk UW (402)",3074414,Melissa,27-Jul-12,"Seattle, Washington, United States",80%,100%,f,Ravenna,34,34,t,t,"Ravenna Avenue NE, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,6,2,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",145,250,90,2,$20.00 ,1,1125,t,30,60,90,365,7,91,10,9,9,9,9,9,f,f,strict,f,34,1.02
3291777,Spacious and so close to UW (34),3074414,Melissa,27-Jul-12,"Seattle, Washington, United States",80%,100%,f,Ravenna,34,34,t,t,"11th Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",95,100,60,1,$12.00 ,2,1125,t,30,60,90,365,7,66,7,6,8,8,8,7,f,f,moderate,f,34,0.37
3096191,View Walk to UW Village 2B 2B (402),2911360,Ren,12-Jul-12,"Seattle, Washington, United States",100%,100%,f,Ravenna,11,11,t,f,"Ravenna Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,6,2,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",150,100,90,2,$15.00 ,1,1125,t,30,60,90,365,8,68,7,7,7,7,9,7,f,f,strict,f,11,0.44
6249536,Center UW Comfy  New kitchen 103,3074414,Melissa,27-Jul-12,"Seattle, Washington, United States",80%,100%,f,Ravenna,34,34,t,t,"Brooklyn Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",98,150,60,1,$15.00 ,2,1125,t,30,60,90,365,2,80,8,9,10,10,9,8,f,f,moderate,f,34,0.26
5744931,University District One Bedroom,16756919,Morteza,13-Jun-14,"Seattle, Washington, United States",100%,100%,f,University District,3,3,t,t,"19th Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,4,1,1,4,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",110,300,60,1,$10.00 ,2,1125,t,30,60,90,365,7,100,10,10,10,10,8,10,f,t,strict,f,2,0.74
8156764,UW Hacker House - 2nd flr 4p 1L,1243056,Andrew,3-Oct-11,"Seattle, Washington, United States",90%,100%,f,Capitol Hill,37,37,t,t,"Northeast 42nd Street, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,House,Shared room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",42,350,35,1,$0.00 ,4,1125,t,3,33,63,338,0,,,,,,,,f,f,strict,f,37,
3303857,"Cool, Fast WIFI walk to UW (14)",3074414,Melissa,27-Jul-12,"Seattle, Washington, United States",80%,100%,f,Ravenna,34,34,t,t,"11th Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",95,150,60,1,$15.00 ,2,1125,t,30,60,90,365,23,82,9,9,9,8,8,8,f,f,strict,f,34,1.23
8155710,UW Hacker House - 2nd flr 4p 1U,1243056,Andrew,3-Oct-11,"Seattle, Washington, United States",90%,100%,f,Capitol Hill,37,37,t,t,"Northeast 42nd Street, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,House,Shared room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",42,350,35,1,$0.00 ,4,1125,t,30,60,90,365,2,90,9,9,10,10,10,9,f,f,strict,f,37,2
3843706,Charming Ravenna Park / UW  3br 2ba,19811465,Maryanne,10-Aug-14,"Seattle, Washington, United States",83%,100%,f,Roosevelt,1,1,t,t,"Northeast 61st Street, Seattle, WA 98115, United States",Roosevelt,Seattle,WA,Seattle,98115,House,Entire home/apt,5,2,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",250,800,120,1,$0.00 ,3,1125,t,13,33,45,309,2,90,10,8,10,10,10,9,f,f,moderate,f,1,0.23
8156860,UW Hacker House - 2nd flr 4p 2U,1243056,Andrew,3-Oct-11,"Seattle, Washington, United States",90%,100%,f,Capitol Hill,37,37,t,t,"Northeast 42nd Street, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,House,Shared room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",42,350,35,1,$0.00 ,4,1125,t,30,60,90,365,0,,,,,,,,f,f,strict,f,37,
9316399,Cozy and central in the U District,27711842,Alden,13-Feb-15,"Seattle, Washington, United States",70%,100%,f,University District,1,1,t,t,"15th Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo}",40,,5,1,$0.00 ,1,1,t,30,60,89,89,4,90,10,8,10,10,10,9,f,f,flexible,f,1,2.35
293890,"Cozy, Spacious 2 BD in Roosevelt",1520116,Laura,19-Dec-11,"Seattle, Washington, United States",N/A,N/A,f,University District,1,1,t,f,"11th Ave NE, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,4,1,2,3,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer}",80,200,35,4,$15.00 ,2,60,t,0,0,0,214,19,85,8,8,9,9,9,8,f,f,moderate,f,1,0.4
7915432,Townhouse in the U-District,26389600,Ben,20-Jan-15,"Seattle, Washington, United States",100%,100%,f,University District,1,1,t,t,"16th Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Townhouse,Shared room,2,1.5,1,2,Couch,"{""Wireless Internet"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer""}",40,,,1,$10.00 ,1,1125,t,30,60,90,365,1,80,10,10,8,10,10,10,f,f,flexible,f,1,0.91
7501583,Remodeled Craftsman in Seattle,38023946,Katie,9-Jul-15,"Seattle, Washington, United States",N/A,N/A,f,University District,1,1,t,f,"Northeast 56th Street, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,House,Entire home/apt,6,1,2,3,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",275,,75,1,$0.00 ,1,1125,t,0,0,0,139,0,,,,,,,,f,f,flexible,f,1,
10126050,Unfurnished Studio in GREAT locatio,41612343,Emily,16-Aug-15,,50%,100%,f,University District,1,1,t,f,"12th Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,1,1,0,1,Airbed,"{Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""24-Hour Check-in""}",47,,,1,$0.00 ,1,1125,t,28,28,28,28,0,,,,,,,,f,f,flexible,f,1,
7807658,Top Floor Corner Apt-Downtown View,41099211,Spencer,10-Aug-15,US,100%,N/A,f,University District,1,1,t,t,"Northeast 43rd Street, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Shared room,2,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",118,,,1,$0.00 ,1,1125,t,30,60,90,365,1,,,,,,,,f,f,flexible,f,1,0.21
1589461,Hardwood Clean Quiet Walk to UW (52,3074414,Melissa,27-Jul-12,"Seattle, Washington, United States",80%,100%,f,Ravenna,34,34,t,t,"11th Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",105,150,60,1,$15.00 ,3,1125,t,30,60,90,365,5,70,8,8,8,10,9,8,f,f,strict,f,34,0.18
9303530,2 Ba/2 Br Fast Wifi Walk to UW (35),2911360,Ren,12-Jul-12,"Seattle, Washington, United States",100%,100%,f,Ravenna,11,11,t,f,"11th Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,6,2,2,3,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",150,150,90,2,$15.00 ,1,1125,t,30,60,90,365,1,60,8,8,10,10,10,10,f,f,moderate,f,11,0.88
7809718,University District Oasis!,601236,Meg,18-May-11,"Seattle, Washington, United States",60%,100%,f,University District,1,1,t,t,"11th Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,House,Entire home/apt,5,1.5,3,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",250,,100,1,$0.00 ,2,1125,t,12,28,42,317,5,100,10,9,10,10,10,10,f,f,flexible,f,1,1.11
140331,Metrobilly Retreat,683617,Jana,9-Jun-11,"Seattle, Washington, United States",75%,100%,t,Harrison/Denny-Blaine,1,1,t,t,"33rd Ave E, Seattle, WA 98112, United States",Harrison/Denny-Blaine,Seattle,WA,Seattle,98112,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",88,,30,3,$15.00 ,1,730,t,30,60,90,361,93,96,10,9,10,10,9,10,f,f,moderate,f,1,1.68
9462315,Luxury bedroom in Madison Park,3240797,Angela,13-Aug-12,"Seattle, Washington, United States",50%,100%,f,Harrison/Denny-Blaine,2,2,t,t,"31st Avenue East, Seattle, WA 98112, United States",Harrison/Denny-Blaine,Seattle,WA,Seattle,98112,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,Essentials,Shampoo}",139,,,1,$0.00 ,1,1125,t,30,60,90,365,0,,,,,,,,f,f,flexible,f,1,
565703,Garden Apartment in Madison Valley,2781551,Ron,29-Jun-12,"Seattle, Washington, United States",100%,100%,f,Minor,3,3,t,t,"East Thomas Street, Seattle, WA 98112, United States",Minor,Seattle,WA,Seattle,98112,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",128,100,10,3,$25.00 ,2,90,t,14,29,59,334,158,92,9,9,10,10,10,9,f,t,flexible,f,3,4.67
1147349,Cute Lower-Level 1 Bd. Apartment,6162459,Jessica,30-Apr-13,"Seattle, Washington, United States",N/A,N/A,f,Harrison/Denny-Blaine,1,1,t,t,"30th Avenue East, Seattle, WA 98112, United States",Harrison/Denny-Blaine,Seattle,WA,Seattle,98112,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",110,,25,2,$25.00 ,2,1125,t,0,26,56,331,16,95,10,9,10,10,9,9,f,f,strict,f,1,0.51
7262358,Modern and Comfortable Suite,38014746,Desiree,9-Jul-15,"Seattle, Washington, United States",89%,100%,f,Madison Park,2,2,t,t,"McGilvra Boulevard East, Seattle, WA 98112, United States",Madison Park,Seattle,WA,Seattle,98112,House,Entire home/apt,2,1,1,1,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",210,300,80,1,$0.00 ,1,1125,t,3,33,63,338,2,100,10,10,10,10,9,10,f,f,strict,f,1,0.37
723723,BAMBOO BUNGALOW,3740695,Bamboo,2-Oct-12,Seattle WA,100%,N/A,f,Harrison/Denny-Blaine,2,2,t,f,"E Denny Way, Seattle, WA 98112, United States",Harrison/Denny-Blaine,Seattle,WA,Seattle,98112,House,Entire home/apt,4,1,1,2,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",155,300,70,2,$40.00 ,20,120,t,30,60,90,365,49,93,9,10,10,10,9,9,f,f,strict,t,2,1.25
4757025,Charming and Private-AAA Location,8993600,Ella,22-Sep-13,"Seattle, Washington, United States",90%,100%,t,Harrison/Denny-Blaine,1,1,t,t,"32nd Avenue East, Seattle, WA 98112, United States",Harrison/Denny-Blaine,Seattle,WA,Seattle,98112,House,Entire home/apt,4,1,2,2,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",168,250,45,4,$20.00 ,1,1125,t,5,33,61,150,75,100,10,10,10,10,10,10,f,t,moderate,f,1,6.92
3334052,Convenient E Capitol Hill Studio!,937951,Ana,8-Aug-11,"Tucson, Arizona, United States",100%,100%,f,Minor,5,5,t,t,"East Thomas Street, Seattle, WA 98112, United States",Minor,Seattle,WA,Seattle,98112,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",62,,50,1,$0.00 ,2,10,t,20,50,80,353,44,96,10,10,10,10,10,10,f,f,strict,f,3,2.66
7036707,Madison Valley Garden Cottage,33203690,Kim,12-May-15,"Seattle, Washington, United States",100%,100%,t,Harrison/Denny-Blaine,1,1,t,t,"Martin Luther King Junior Way East, Seattle, WA 98112, United States",Harrison/Denny-Blaine,Seattle,WA,Seattle,98112,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",80,100,25,1,$0.00 ,2,1125,t,19,38,51,303,25,99,10,10,10,10,10,10,f,f,strict,f,1,4.55
5272327,Mini-apt Seattle w/ bkyard oasis!,828164,Emily,16-Jul-11,"Seattle, Washington, United States",80%,100%,f,Harrison/Denny-Blaine,2,2,t,t,"29th Ave E, Seattle, WA 98112, United States",Harrison/Denny-Blaine,Seattle,WA,Seattle,98112,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",105,200,95,1,$0.00 ,2,1125,t,14,38,68,157,28,96,10,10,10,10,10,10,f,f,strict,f,1,3.77
3921664,Cozy Suite Near Capitol Hill & Lake,20314969,Ariel,20-Aug-14,"Seattle, Washington, United States",100%,100%,f,Harrison/Denny-Blaine,1,1,t,t,"31st Avenue East, Seattle, WA 98112, United States",Harrison/Denny-Blaine,Seattle,WA,Seattle,98112,House,Private room,4,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",""Other pet(s)"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",50,95,10,2,$15.00 ,1,14,t,26,56,79,87,2,100,10,10,10,10,10,10,f,f,moderate,f,1,2
9974658,Bleu Papillon Room,3740695,Bamboo,2-Oct-12,Seattle WA,100%,N/A,f,Harrison/Denny-Blaine,2,2,t,f,"East Denny Way, Seattle, WA 98122, United States",Harrison/Denny-Blaine,Seattle,WA,Seattle,98122,House,Private room,2,1,1,1,Real Bed,"{Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door""}",70,300,50,1,$20.00 ,20,120,t,30,57,57,59,0,,,,,,,,f,f,strict,t,2,
2727984,Classic Seattle,13960065,Alan,6-Apr-14,US,N/A,N/A,t,Harrison/Denny-Blaine,3,3,t,t,"East Florence Court, Seattle, WA 98112, United States",Harrison/Denny-Blaine,Seattle,WA,Seattle,98112,House,Private room,1,1,1,1,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,Heating,Washer,Dryer,Essentials}",165,250,,1,$0.00 ,2,7,t,0,0,0,216,1,100,10,10,10,10,10,10,f,f,strict,f,2,0.23
794633,Guest House in Madison Valley,2012892,J,26-Mar-12,"San Francisco, California, United States",100%,100%,t,Harrison/Denny-Blaine,1,1,t,f,"30th Avenue East, Seattle, WA 98112, United States",Harrison/Denny-Blaine,Seattle,WA,Seattle,98112,House,Entire home/apt,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",79,,6,2,$30.00 ,1,1125,t,10,36,62,337,270,98,10,10,10,10,10,10,f,t,strict,f,1,8.31
6761267,Cherry Hill Carriage House,35396029,Nick,9-Jun-15,"Seattle, Washington, United States",90%,100%,f,Minor,1,1,t,t,"East Jefferson Street, Seattle, WA 98122, United States",Minor,Seattle,WA,Seattle,98122,House,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",90,,26,1,$0.00 ,1,1125,t,17,44,73,322,52,93,10,10,10,10,9,9,f,t,moderate,f,1,7.57
6824408,Home near downtown Seattle,5325813,Greg,4-Mar-13,"Seattle, Washington, United States",100%,100%,f,Minor,2,2,t,f,"21st Avenue, Seattle, WA 98122, United States",Minor,Seattle,WA,Seattle,98122,House,Entire home/apt,8,2.5,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",380,300,100,4,$40.00 ,3,28,t,0,0,0,0,3,100,10,10,10,10,10,10,f,f,strict,f,2,0.53
2526129,Central Seattle Home + Garden,12935059,Suzanne,8-Mar-14,"Seattle, Washington, United States",100%,100%,f,Minor,1,1,t,t,"21st Avenue, Seattle, WA 98122, United States",Minor,Seattle,WA,Seattle,98122,House,Entire home/apt,8,3,4,4,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",225,500,150,4,$0.00 ,3,29,t,0,0,0,85,3,100,10,9,10,10,9,9,f,f,strict,f,1,0.16
